,bhk,status,Size(Sq/ft),Price/Sqft,price,bath,area
388,4.0,Under Construction,1618 ,24032,38800000.0,4 ,Sector 150
389,3.0,Under Construction,1356 ,41294,55900000.0,,Sector 150
390,3.0,Under Construction,1223 ,24032,29300000.0,,Sector 150
391,3.0,Under Construction,1361 ,24032,32700000.0,,Sector 150
392,2.0,Under Construction,893 ,24032,21400000.0,,Sector 150
393,4.0,Under Construction,2164 ,24032,52000000.0,,Sector 150
394,3.0,Under Construction,1227 ,40386,49500000.0,,Sector 150
395,4.0,Under Construction,1927 ,24032,46300000.0,,Sector 150
396,4.0,Under Construction,1615 ,38689,62400000.0,,Sector 150
397,2.0,Under Construction,745 ,24032,17900000.0,,Sector 150
398,3.0,Under Construction,1130 ,40556,45800000.0,,Sector 150
399,3.0,Under Construction,1129 ,24032,27100000.0,3 ,Sector 150
400,2.0,Under Construction,743 ,24032,17800000.0,,Sector 150
401,3.0,Ready to move,1550 ,10645,16500000.0,3 ,Sector 78
402,3.0,Ready to move,1835 ,8991,16500000.0,3 ,Sector 76
403,3.0,Ready to move,1420 ,9000,12700000.0,3 ,Sector 77
404,3.0,Under Construction,1800 ,14444,26000000.0,3 ,Sector 146
405,3.0,Under Construction,1758 ,15642,27500000.0,3 ,Sector 146
406,4.0,Ready to move,4000 ,20000,80000000.0,5 ,Sector 128
407,4.0,Ready to move,4000 ,20250,81000000.0,5 ,Sector 128
408,3.0,Ready to move,1947 ,13097,25500000.0,3 ,Sector 150
409,2.0,Ready to move,1266 ,11216,14200000.0,2 ,Sector 150
410,3.0,Under Construction,1575 ,9841,15500000.0,3 ,Sector 150
411,2.0,Under Construction,1266 ,11690,14800000.0,2 ,Sector 150
412,3.0,Under Construction,2440 ,13319,32500000.0,4 ,Sector 150
413,3.0,Ready to move,2190 ,13242,29000000.0,3 ,Sector 150
414,3.0,Ready to move,1750 ,13142,23000000.0,3 ,Sector 150
415,3.0,Under Construction,2440 ,13155,32100000.0,4 ,Sector 150
416,3.0,Under Construction,1907 ,11431,21800000.0,3 ,Sector 150
417,4.0,Ready to move,3027 ,12058,36500000.0,4 ,Sector 150
418,4.0,Under Construction,2700 ,12222,33000000.0,5 ,Sector 150
419,3.0,Under Construction,1947 ,13353,26000000.0,3 ,Sector 150
420,4.0,Ready to move,3027 ,12058,36500000.0,4 ,Sector 150
421,4.0,Under Construction,2700 ,12222,33000000.0,5 ,Sector 150
422,3.0,Under Construction,1947 ,13353,26000000.0,3 ,Sector 150
423,4.0,Under Construction,3198 ,13602,43500000.0,4 ,Sector 150
424,4.0,Ready to move,2700 ,12037,32500000.0,4 ,Sector 150
425,3.0,Ready to move,1404 ,9971,14000000.0,2 ,Sector 150
426,3.0,Ready to move,2062 ,11396,23500000.0,3 ,Sector 150
427,4.0,Ready to move,3198 ,13289,42500000.0,4 ,Sector 150
428,4.0,Ready to move,3198 ,13602,43500000.0,5 ,Sector 150
429,3.0,Under Construction,2062 ,11154,23000000.0,4 ,Sector 150
430,,New,204 ,53921,11000000.0,,Sector 25 Yamuna Express Way
431,,New,1350 ,10000,13500000.0,,Sector 150
432,,New,990 ,9090,9000000.0,,Sector 150
433,,New,1008 ,10714,10800000.0,,Sector 149
434,,New,45360 ,1103,50000000.0,,Sector 135
435,,New,8985 ,1103,9910000.0,,Sector 135
436,,New,34317 ,1103,37800000.0,,Sector 135
437,,New,36288 ,1103,40000000.0,,Sector 135
438,,New,22878 ,1103,25200000.0,,Sector 135
439,,New,18144 ,1103,20000000.0,,Sector 135
440,,New,1881 ,5582,10500000.0,,Sector 25 Yamuna Express Way
441,,New,45360 ,1103,50000000.0,,Sector 135
442,,New,8985 ,1103,9910000.0,,Sector 135
443,,New,34317 ,1103,37800000.0,,Sector 135
444,,New,36288 ,1103,40000000.0,,Sector 135
445,,New,22878 ,1103,25200000.0,,Sector 135
446,,New,18144 ,1103,20000000.0,,Sector 135
447,,New,11439 ,1103,12600000.0,,Sector 135
448,,New,9072 ,1103,10000000.0,,Sector 135
449,2.0,Ready to move,1355 ,8118,11000000.0,2 ,Phase 2 Noida Extension
450,2.0,Ready to move,915 ,8743,8000000.0,2 ,Sector 78
451,3.0,Ready to move,1385 ,9747,13500000.0,2 ,Sector 77
452,4.0,Under Construction,2450 ,6300,15400000.0,5 ,Phase 2 Noida Extension
453,4.0,Under Construction,3200 ,12500,40000000.0,4 ,Sector 146
454,2.0,Ready to move,1250 ,10400,13000000.0,2 ,Sector 78
455,2.0,Ready to move,1150 ,9217,10600000.0,2 ,Sector 76
456,3.0,Ready to move,2350 ,11489,27000000.0,3 ,Sector 50
457,5.0,Under Construction,8250 ,15757,130000000.0,6 ,Sector 150
458,3.0,Ready to move,1765 ,10764,19000000.0,4 ,Sector 77
459,2.0,Under Construction,1775 ,13183,23400000.0,2 ,Sector 152
460,3.0,Ready to move,1735 ,11815,20500000.0,3 ,Sector 77
461,4.0,Ready to move,2955 ,13536,40000000.0,5 ,Sector 137
462,,Resale,1377 ,21060,29000000.0,,Sector 133
463,3.0,Ready to move,2548 ,10518,26800000.0,4 ,Sector 50
464,2.0,Ready to move,936 ,21153,19800000.0,4 ,Sector 146
465,5.0,Ready to move,5400 ,12500,67500000.0,4 ,Sector 94
466,3.0,Ready to move,3284 ,10505,34500000.0,4 ,Sector 50
467,3.0,Ready to move,2334 ,7026,16400000.0,3 ,Sector 150
468,3.0,Ready to move,2100 ,14523,30500000.0,4 ,Sector 128
469,2.0,Ready to move,1034 ,20599,21300000.0,4 ,Sector 43
470,4.0,Ready to move,1900 ,9000,17100000.0,3 ,Sector 143B
471,3.0,Ready to move,1600 ,8312,13300000.0,3 ,Sector 143B
472,3.0,Under Construction,4315 ,18315,79000000.0,3 ,Sector 94
473,3.0,Ready to move,2190 ,12813,28000000.0,2 ,Sector 150
474,3.0,Under Construction,2061 ,11159,23000000.0,4 ,Sector 150
475,3.0,Under Construction,3200 ,12812,41000000.0,4 ,Sector 150
476,3.0,Under Construction,2350 ,13191,31000000.0,4 ,Sector 150
477,4.0,Under Construction,3200 ,12500,40000000.0,5 ,Sector 150
478,3.0,Ready to move,2034 ,12790,26000000.0,3 ,Sector 117
479,3.0,Under Construction,3270 ,17335,56600000.0,3 ,Sector 94
480,3.0,Ready to move,2460 ,13983,34400000.0,3 ,Sector 150
481,3.0,Ready to move,1750 ,9390,16400000.0,3 ,Sector 150
482,3.0,Ready to move,1750 ,14000,24500000.0,3 ,Sector 150
483,4.0,Ready to move,3220 ,14006,45100000.0,4 ,Sector 150
484,4.0,Ready to move,3220 ,13282,42700000.0,4 ,Sector 150
485,4.0,Ready to move,3220 ,13881,44700000.0,4 ,Sector 150
486,3.0,Ready to move,3270 ,13761,45000000.0,3 ,Sector 94
487,4.0,Under Construction,3200 ,12218,39100000.0,5 ,Sector 150
488,3.0,Under Construction,2061 ,11014,22700000.0,4 ,Sector 150
489,3.0,Under Construction,2350 ,11489,27000000.0,4 ,Sector 150
490,2.0,Ready to move,1180 ,7033,8300000.0,2 ,Sector 76
491,3.0,Ready to move,1690 ,7076,11900000.0,2 ,Sector 150
492,3.0,Ready to move,1245 ,7611,9476000.0,2 ,Sector 150
493,3.0,Ready to move,1495 ,13244,19800000.0,3 ,Sector 150
494,3.0,Under Construction,1800 ,12422,22300000.0,3 ,Sector 146
495,3.0,Ready to move,3355 ,4818,16100000.0,3 ,Sector 150
496,3.0,Under Construction,2200 ,13791,30300000.0,3 ,Sector 146
497,3.0,Ready to move,1625 ,7028,11400000.0,2 ,Sector 150
498,3.0,Ready to move,2050 ,7317,15000000.0,3 ,Sector 150
499,2.0,Ready to move,1080 ,8611,9300000.0,2 ,Sector 78
500,3.0,Ready to move,2260 ,13672,30900000.0,4 ,Sector 93A
501,3.0,Ready to move,1785 ,10308,18400000.0,3 ,Sector 93A
502,4.0,Under Construction,3500 ,13714,48000000.0,4 ,Sector 150
503,3.0,Under Construction,1914 ,14733,28200000.0,4 ,Sector 150
504,3.0,Under Construction,1800 ,13833,24900000.0,3 ,Sector 146
505,3.0,Under Construction,2500 ,18000,45000000.0,4 ,Sector 146
506,3.0,Ready to move,1477 ,16587,24500000.0,3 ,Sector 150
507,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
508,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
509,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
510,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
511,3.0,Ready to move,2260 ,13716,31000000.0,4 ,Sector 93A
512,3.0,Under Construction,1548 ,9366,14500000.0,3 ,Sector 150
513,3.0,Under Construction,2440 ,14344,35000000.0,3 ,Sector 150
514,3.0,Under Construction,2062 ,11396,23500000.0,3 ,Sector 150
515,3.0,Under Construction,1548 ,8720,13500000.0,3 ,Sector 150
516,3.0,Under Construction,2062 ,10184,21000000.0,3 ,Sector 150
517,3.0,Under Construction,2062 ,11154,23000000.0,3 ,Sector 150
518,5.0,Ready to move,5600 ,10714,60000000.0,5 ,Sector 78
519,3.0,Under Construction,2062 ,10184,21000000.0,3 ,Sector 150
520,4.0,Ready to move,9000 ,16666,150000000.0,5 ,Sector 104
521,3.0,Ready to move,2304 ,12977,29900000.0,3 ,Sector 117
522,3.0,Ready to move,2034 ,12979,26400000.0,3 ,Sector 117
523,5.0,Under Construction,6250 ,14720,92000000.0,5 ,Sector 128
524,4.0,Ready to move,4700 ,13829,65000000.0,5 ,Sector 79
525,3.0,Under Construction,2570 ,16926,43500000.0,3 ,Sector 43
526,4.0,Ready to move,4200 ,16904,71000000.0,5 ,Sector 128
527,5.0,Under Construction,6250 ,14400,90000000.0,5 ,Sector 128
528,3.0,Under Construction,2500 ,15200,38000000.0,3 ,Sector 146
529,5.0,Under Construction,3750 ,18133,68000000.0,5 ,Sector 43
530,3.0,Under Construction,1545 ,16181,25000000.0,3 ,Sector 43
531,2.0,Ready to move,1380 ,11014,15200000.0,2 ,Sector 94
532,4.0,Ready to move,2727 ,12981,35400000.0,4 ,Sector 117
533,3.0,Ready to move,3200 ,13125,42000000.0,4 ,Sector 94
534,,Ready to move,645 ,13023,8400000.0,1 ,Sector 94
535,2.0,Ready to move,1380 ,10869,15000000.0,2 ,Sector 94
536,5.0,Ready to move,5700 ,14912,85000000.0,6 ,Sector 128
537,,Ready to move,690 ,14057,9700000.0,1 ,Sector 94
538,2.0,Under Construction,1548 ,10335,16000000.0,2 ,Sector 150
539,5.0,Ready to move,5600 ,10892,61000000.0,5 ,Sector 78
540,,Ready to move,560 ,13928,7800000.0,1 ,Sector 94
541,3.0,Ready to move,3200 ,12031,38500000.0,4 ,Sector 94
542,,Ready to move,560 ,15178,8500000.0,1 ,Sector 94
543,3.0,Ready to move,2105 ,11401,24000000.0,3 ,Sector 94
544,3.0,Ready to move,2105 ,10926,23000000.0,3 ,Sector 94
545,3.0,Ready to move,3200 ,14062,45000000.0,4 ,Sector 94
546,3.0,Ready to move,2105 ,11163,23500000.0,3 ,Sector 94
547,3.0,Ready to move,3200 ,12500,40000000.0,4 ,Sector 94
548,,Ready to move,645 ,14883,9600000.0,1 ,Sector 94
549,2.0,Under Construction,1350 ,12370,16700000.0,2 ,Sector 152
550,2.0,Under Construction,1350 ,12444,16800000.0,2 ,Sector 152
551,5.0,Ready to move,6750 ,8888,60000000.0,5 ,Sector 79
552,3.0,Under Construction,1947 ,13353,26000000.0,3 ,Sector 150
553,4.0,Under Construction,3198 ,14071,45000000.0,4 ,Sector 150
554,3.0,Under Construction,2440 ,14754,36000000.0,3 ,Sector 150
555,3.0,Under Construction,1947 ,13251,25800000.0,3 ,Sector 150
556,3.0,Ready to move,1910 ,3699,7065000.0,,Phase 2 Noida Extension
557,3.0,Ready to move,2500 ,12000,30000000.0,3 ,Sector 78
558,4.0,Ready to move,4425 ,12655,56000000.0,4 ,Sector 78
559,4.0,Ready to move,3430 ,13119,45000000.0,4 ,Sector 78
560,3.0,Ready to move,2500 ,12000,30000000.0,3 ,Sector 78
561,4.0,Ready to move,4425 ,12655,56000000.0,4 ,Sector 78
562,4.0,Ready to move,3430 ,13119,45000000.0,4 ,Sector 78
563,3.0,Ready to move,2500 ,12000,30000000.0,3 ,Sector 78
564,4.0,Ready to move,3165 ,17693,56000000.0,5 ,Sector 44
565,4.0,Ready to move,3165 ,17851,56500000.0,5 ,Sector 44
566,4.0,Ready to move,3115 ,17174,53500000.0,5 ,Sector 104
567,4.0,Ready to move,4900 ,13469,66000000.0,5 ,Sector 93A
568,4.0,Ready to move,4900 ,12244,60000000.0,5 ,Sector 93A
569,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
570,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
571,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
572,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
573,4.0,Ready to move,3850 ,18441,71000000.0,5 ,Sector 93B
574,3.0,Ready to move,1660 ,5200,8632000.0,3 ,Sector 137
575,3.0,Ready to move,1295 ,6254,8100000.0,2 ,Sector 137
576,4.0,Under Construction,3530 ,16997,60000000.0,,Sector 45
577,5.0,Under Construction,5935 ,19477,115600000.0,,Sector 94
578,4.0,Under Construction,4315 ,19304,83300000.0,4 ,Sector 94
579,3.0,Under Construction,2975 ,16672,49600000.0,,Sector 45
580,3.0,Ready to move,1420 ,8802,12500000.0,2 ,Sector 76
581,2.0,Ready to move,1200 ,3500,4200000.0,2 ,Sector 49
582,2.0,Ready to move,1170 ,3589,4200000.0,2 ,Sector 49
583,1.0,Ready to move,840 ,3214,2700000.0,1 ,Sector 49
584,3.0,Under Construction,1549 ,8458,13100000.0,,Noida Extensions
585,4.0,Under Construction,2038 ,8392,17100000.0,,Noida Extensions
586,4.0,Ready to move,1300 ,13076,17000000.0,3 ,rho 2
587,4.0,Ready to move,4000 ,5000,20000000.0,5 ,Sector 76
588,3.0,Ready to move,1550 ,3290,5100000.0,3 ,Noida Extensions
589,3.0,Ready to move,1550 ,3322,5150000.0,3 ,Noida Extensions
590,3.0,Ready to move,1550 ,3354,5200000.0,3 ,Noida Extensions
591,3.0,Ready to move,1200 ,4166,5000000.0,3 ,Noida Extensions
592,2.0,Ready to move,1165 ,9871,11500000.0,2 ,Sector 150
593,5.0,Ready to move,5500 ,9090,50000000.0,5 ,Sector 41
594,9.0,Ready to move,7000 ,8571,60000000.0,6 ,Sector 41
595,3.0,Ready to move,1743 ,22948,40000000.0,3 ,Sector 108
596,3.0,Ready to move,2400 ,20833,50000000.0,3 ,Sector 92
597,4.0,Ready to move,3000 ,7233,21700000.0,4 ,Phase 2 Noida Extension
598,3.0,Ready to move,540 ,3333,1799000.0,,Sector 102
599,2.0,Ready to move,450 ,3333,1499000.0,,Sector 102
600,3.0,Under Construction,2177 ,9990,21700000.0,,Sector 120
601,4.0,Ready to move,3600 ,8055,29000000.0,3 ,Sector 41
602,3.0,Ready to move,1455 ,9484,13800000.0,2 ,Sector 76
603,1.0,Ready to move,655 ,3689,2416000.0,1 ,Sector 74
604,3.0,Ready to move,1375 ,3236,4450000.0,2 ,Sector 73
605,1.0,Ready to move,650 ,3346,2175000.0,1 ,Sector 73
606,4.0,Ready to move,1825 ,3756,6855000.0,2 ,Sector 74
607,2.0,Ready to move,1020 ,3290,3356000.0,2 ,Sector 73
608,1.0,Ready to move,655 ,3305,2165000.0,1 ,Sector 74
609,4.0,Ready to move,1850 ,3810,7050000.0,3 ,Sector 73
610,1.0,Ready to move,650 ,3567,2319000.0,1 ,Sector 73
611,1.0,Ready to move,655 ,3696,2421000.0,1 ,Sector 73
612,2.0,Ready to move,1000 ,3602,3602000.0,2 ,Sector 73
613,4.0,Ready to move,1850 ,3675,6800000.0,2 ,Sector 74
614,3.0,Ready to move,1375 ,3236,4450000.0,2 ,Sector 74
615,2.0,Ready to move,1025 ,3510,3598000.0,2 ,Sector 73
616,1.0,Ready to move,650 ,3694,2401000.0,1 ,Sector 73
617,2.0,Ready to move,1005 ,3333,3350000.0,2 ,Sector 73
618,1.0,Ready to move,650 ,3557,2312000.0,1 ,Sector 73
619,1.0,Ready to move,650 ,3560,2314000.0,1 ,Sector 73
620,1.0,Ready to move,655 ,3696,2421000.0,1 ,Sector 73
621,2.0,Ready to move,1000 ,3602,3602000.0,2 ,Sector 73
622,2.0,Ready to move,1050 ,3526,3702000.0,2 ,Sector 73
623,2.0,Ready to move,985 ,3393,3342000.0,2 ,Sector 120
624,1.0,Ready to move,650 ,3567,2319000.0,1 ,Sector 73
625,3.0,Ready to move,1390 ,10071,14000000.0,2 ,Sector 77
626,2.0,Ready to move,1035 ,7246,7500000.0,2 ,Sector 76
627,3.0,Ready to move,1690 ,11834,20000000.0,2 ,Sector 79
628,3.0,Ready to move,1827 ,15599,28500000.0,3 ,Sector 121
629,3.0,Ready to move,1775 ,5633,10000000.0,4 ,Sector 119
630,3.0,Ready to move,1620 ,13580,22000000.0,2 ,Sector 121
631,3.0,Ready to move,1550 ,11290,17500000.0,3 ,Sector 78
632,3.0,Under Construction,2304 ,15190,35000000.0,4 ,Sector 117
633,4.0,Under Construction,3195 ,15649,50000000.0,5 ,Sector 117
634,5.0,Under Construction,6250 ,12480,78000000.0,6 ,Sector 128
635,5.0,Ready to move,5600 ,10267,57500000.0,6 ,Sector 78
636,5.0,Ready to move,4720 ,14830,70000000.0,4 ,Sector 79
637,5.0,Ready to move,6750 ,8148,55000000.0,6 ,Sector 79
638,2.0,Ready to move,1150 ,5652,6500000.0,2 ,Sector 74
639,3.0,Ready to move,1455 ,8591,12500000.0,2 ,Sector 76
640,2.0,Ready to move,915 ,8852,8100000.0,2 ,Sector 78
641,5.0,Ready to move,5600 ,10267,57500000.0,6 ,Sector 78
642,5.0,Ready to move,4720 ,14830,70000000.0,4 ,Sector 79
643,5.0,Ready to move,6750 ,8148,55000000.0,6 ,Sector 79
644,2.0,Ready to move,1150 ,5652,6500000.0,2 ,Sector 63
645,2.0,Ready to move,1145 ,9606,11000000.0,2 ,Sector 77
646,2.0,Ready to move,1250 ,10320,12900000.0,2 ,Sector 78
647,3.0,Ready to move,1385 ,10108,14000000.0,2 ,Sector 77
648,2.0,Ready to move,1250 ,10640,13300000.0,2 ,Sector 78
649,3.0,Ready to move,1540 ,8441,13000000.0,3 ,Sector 76
650,3.0,Ready to move,1730 ,14450,25000000.0,3 ,Sector 79
651,4.0,Ready to move,2115 ,11583,24500000.0,3 ,Sector 77
652,4.0,Under Construction,2799 ,15183,42500000.0,4 ,Sector 117
653,3.0,Under Construction,2034 ,14749,30000000.0,3 ,Sector 117
654,2.0,Ready to move,1295 ,9266,12000000.0,2 ,Sector 75
655,3.0,Ready to move,1550 ,10645,16500000.0,3 ,Sector 78
656,5.0,Ready to move,6750 ,8148,55000000.0,6 ,Sector 79
657,3.0,Under Construction,2550 ,16470,42000000.0,3 ,Sector 146
658,4.0,Under Construction,3938 ,17775,70000000.0,5 ,Sector 128
659,2.0,Ready to move,1140 ,7456,8500000.0,2 ,Sector 45
660,2.0,Ready to move,1140 ,7017,8000000.0,2 ,Sector 45
661,2.0,Ready to move,1140 ,7456,8500000.0,2 ,Sector 45
662,2.0,Ready to move,1015 ,7389,7500000.0,2 ,Sector 76
663,2.0,Ready to move,1135 ,9074,10300000.0,2 ,Sector 77
664,4.0,Under Construction,2511 ,13000,32600000.0,4 ,Sector 75
665,3.0,Under Construction,2124 ,13000,27600000.0,3 ,Sector 75
666,3.0,Under Construction,1656 ,13000,21500000.0,2 ,Sector 75
667,4.0,Ready to move,3501 ,18500,64700000.0,3 ,Sector 107
668,4.0,Ready to move,4482 ,18500,82900000.0,,Sector 107
669,5.0,Ready to move,6570 ,18500,121500000.0,,Sector 107
670,3.0,Ready to move,1645 ,13373,22000000.0,3 ,Sector 79
671,,New,540 ,3333,1799000.0,,Sector 102
672,,New,450 ,3333,1499000.0,,Sector 102
673,,New,630 ,3333,2099000.0,,Sector 102
674,,New,900 ,3333,2999000.0,,Sector 102
675,3.0,Ready to move,1690 ,11242,19000000.0,3 ,Sector 79
676,2.0,Ready to move,1245 ,10843,13500000.0,2 ,Sector 79
677,3.0,Ready to move,1550 ,10967,17000000.0,3 ,Sector 78
678,4.0,Ready to move,3590 ,5750,20600000.0,3 ,Sector 168
679,3.0,Ready to move,2100 ,5750,12000000.0,2 ,Sector 168
680,3.0,Ready to move,2230 ,5750,12800000.0,3 ,Sector 168
681,1.0,Ready to move,685 ,5800,3973000.0,1 ,Sector 168
682,4.0,Ready to move,3500 ,5750,20100000.0,3 ,Sector 168
683,3.0,Ready to move,2185 ,5750,12500000.0,3 ,Sector 168
684,4.0,Ready to move,2700 ,5750,15500000.0,4 ,Sector 168
685,3.0,Ready to move,1750 ,5750,10000000.0,2 ,Sector 168
686,1.0,Ready to move,615 ,5800,3567000.0,1 ,Sector 168
687,3.0,Ready to move,1955 ,5250,10200000.0,,Sector 168
688,3.0,Ready to move,2275 ,5750,13000000.0,3 ,Sector 168
689,4.0,Ready to move,2740 ,5750,15700000.0,3 ,Sector 168
690,3.0,Ready to move,3150 ,12500,39300000.0,,Sector 128
691,4.0,Ready to move,3650 ,12500,45600000.0,3 ,Sector 128
692,3.0,Under Construction,3270 ,19114,62500000.0,3 ,Sector 94
693,3.0,Under Construction,1540 ,32741,50300000.0,,Sector 146
694,2.0,Ready to move,1885 ,13500,25400000.0,2 ,Sector 128
695,3.0,Under Construction,978 ,32753,32000000.0,,Sector 146
696,5.0,Under Construction,5935 ,19477,115600000.0,,Sector 94
697,5.0,Ready to move,6700 ,12500,83700000.0,,Sector 128
698,2.0,Under Construction,831 ,32742,27200000.0,,Sector 146
699,4.0,Under Construction,4700 ,18106,85000000.0,3 ,Sector 144
700,4.0,Under Construction,4315 ,19304,83300000.0,4 ,Sector 94
701,3.0,Ready to move,2670 ,12500,33300000.0,4 ,Sector 128
702,4.0,Under Construction,1714 ,32731,56100000.0,,Sector 146
703,4.0,Under Construction,2364 ,38070,89900000.0,,Sector 128
704,4.0,Under Construction,2840 ,36619,103900000.0,,Sector 128
705,5.0,Under Construction,4613 ,56336,259800000.0,,Sector 128
706,4.0,Under Construction,2824 ,36827,104000000.0,,Sector 128
707,4.0,Under Construction,2381 ,38277,91000000.0,,Sector 128
708,4.0,Ready to move,4482 ,18500,82900000.0,,Sector 107
709,5.0,Ready to move,6570 ,18500,121500000.0,,Sector 107
710,3.0,Ready to move,1500 ,15333,23000000.0,3 ,Sector 93A
711,3.0,Ready to move,1540 ,6623,10200000.0,3 ,Sector 76
712,3.0,Under Construction,2090 ,9000,18800000.0,,Noida Extensions
713,3.0,Under Construction,2110 ,9000,18900000.0,,Noida Extensions
714,3.0,Under Construction,1812 ,9000,16300000.0,,Noida Extensions
715,4.0,Under Construction,2638 ,9000,23700000.0,,Noida Extensions
716,4.0,Under Construction,2632 ,9000,23600000.0,,Noida Extensions
717,3.0,Under Construction,1860 ,9000,16700000.0,,Noida Extensions
718,3.0,Under Construction,2075 ,9000,18600000.0,,Noida Extensions
719,3.0,Ready to move,2100 ,11428,24000000.0,3 ,Sector 94
720,3.0,Ready to move,2460 ,14227,35000000.0,3 ,Sector 150
721,3.0,Ready to move,2095 ,9069,19000000.0,4 ,Sector 150
722,3.0,Under Construction,1404 ,9757,13700000.0,2 ,Sector 150
723,3.0,Under Construction,2440 ,9221,22500000.0,4 ,Sector 150
724,3.0,Under Construction,2395 ,8016,19200000.0,4 ,Yeida
725,3.0,Under Construction,2200 ,11363,25000000.0,3 ,Sector 77
726,3.0,Under Construction,1450 ,2620,3800000.0,,Noida Extensions
727,1.0,Under Construction,600 ,3000,1800000.0,,Noida Extensions
728,3.0,Ready to move,1550 ,10645,16500000.0,3 ,Sector 78
729,3.0,Under Construction,1800 ,14333,25800000.0,3 ,Sector 146
730,4.0,Ready to move,4700 ,16489,77500000.0,5 ,Sector 144
731,3.0,Under Construction,2563 ,16582,42500000.0,4 ,Sector 43
732,3.0,Under Construction,1700 ,12000,20400000.0,3 ,Sector 150
733,2.0,Ready to move,1137 ,9674,11000000.0,2 ,Sector 150
734,3.0,Ready to move,1575 ,9968,15700000.0,4 ,Sector 150
735,3.0,Ready to move,1550 ,2645,4100000.0,,Noida Extensions
736,3.0,Ready to move,1400 ,2571,3600000.0,,Noida Extensions
737,4.0,Under Construction,2700 ,7000,18900000.0,4 ,Phase 2 Noida Extension
738,4.0,Ready to move,3400 ,7007,23800000.0,4 ,Phase 2 Noida Extension
739,4.0,Ready to move,2700 ,7007,18900000.0,4 ,Phase 2 Noida Extension
740,4.0,Ready to move,3000 ,7010,21000000.0,4 ,Phase 2 Noida Extension
